name,alias(es),birthdate,deathdate,id 
"Ridding, C. M. (Caroline Mary)","['Ridding, Caroline Mary', 'Ridding, Mary']",1862,1941,18542
"Barkley, Henry C.","['Barkley, H. C.']",,,18543
"Falkner, William C. (Clark)","['Falkner, W. C. (William Clark)']",1825,1889,18544
"Johnson, V. E. (Valentine Edward)","['Johnson, Valentine Edward']",,,18545
"Gallon, Tom","['Gallon, T. (Tom)']",1866,1914,18546
"Vincent, John Heyl","['Vincent, J. H. (John Heyl)', 'Vincent, John Heyl, Bp.']",1832,1920,18547
"Hardy, William John","['Hardy, William J.']",1857,1919,18548
"James, Margaret Ellen","['James, M. E.']",,,18549
"Batz-Trenquelléon, Charles de","['Batz-Trenquelleon, Charles de', 'Batz-Trenquelléon, Charles-Henry-Joseph de']",1835,1914,18550
"Harland, John",[],1806,1868,18551
"Wilkinson, Thomas Turner","['Wilkinson, T. T. (Thomas Turner)']",,1874,18552
"Vaile, P. A. (Percy Adolphus)","['Vaile, Pembroke Arnold', 'Vaile, Percy Adolphus']",1866,,18553
"Harvey, Marion",[],,,18554
"Tyndale, Walter",[],1855,1943,18555
"Grey, C. G. (Charles Grey)","['Grey, Charles G. (Charles Grey)']",1875,1953,18556
"Cherif, C. Rivas",[],,,18557
"Taylor, Edgar","['Denton, H. B.']",1793,1839,18558
"Mothersole, Jessie",[],,,18559
"Thomas, William S.",[],1858,,18560
"Blake, M. M. (Matilda Maria)","['Blake, Matilda Maria']",,,18561
"Maskelyne, John Nevil","['Maskelyne, J. N. (John Nevil)', 'Maskelyne, Mr. (John Nevil)', 'Maskelyne, Nevil']",1839,1917,18562
"Tappan, Lewis",[],1788,1873,18563
"Habershon, M. H. (Matthew Henry)","['Habershon, Matthew Henry']",1821,,18564
"Tyas, Robert","['Tyas, R. (Robert)']",1811,1879,18565
"Hall, John A.",[],,,18566
"Mitford, Edward Ledwich","['Mitford, E. L. (Edward Ledwich)', 'Mitford, Edward L.']",,,18567
"Cunningham, H. S. (Henry Stewart), Sir","['Cunningham, Henry Stewart, Sir']",1832,1920,18568
"Crane, Oliver",[],,,18569
"Bennett, Hugh Garner",[],,,18570
"O'Brien, William",[],1852,1928,18571
"Bondesen, Ingvor",[],1844,1911,18572
"Queirós, Pedro Fernandes de","['De Queirós, Pedro Fernandes', 'Fernandes de Queiros, Pedro', 'Fernández de Quirós, Pedro', 'Queiros, Pedro Fernandes de', 'Queiroz, Pedro Fernandes', 'Quir, Pedro Fernández de', 'Quiros, Fernando de', 'Quiros, Pedro Fernandez de', 'Quiros, Pedro Fernando de']",,1615,18573
"Lewis, James","['Lewis, James Hamilton']",1863,1939,18574
"Woolston, Thomas","['Wolston, Thomas']",1670,1733,18575
"King, Bolton","['King, B. (Bolton)']",1860,1937,18576
"Ward, O. F. M.","['Ward, O.F.M.', 'Ward, Orlando Frank Montagu']",1868,1955,18577
"Hinchliff, Woodbine K., active 1895-1911","['Hinchliff, W. K.']",,,18578
"Brunel, Isambard",[],1837,1902,18579
"Hartstonge, Matthew Weld","['Hartstonge, M. W. (Matthew Weld)', 'Weld, Matthew', 'Weld-Hartstonge, Matthew']",1772,,18580
"Mousley, Edward O. (Edward Opotiki)","['Mousley, E. O. (Edward Opotiki)']",1886,,18581
"Meynell, Wilfrid","['Oldcastle, John']",1852,1948,18582
"Williams, John A.",[],,,18583
"Lucas, Frederick",[],,,18584
"Forman, S. E. (Samuel Eagle)","['Forman, Samuel Eagle']",1858,1941,18585
"Gibbs, Montgomery B.",[],,,18586
"DeCosta, B. F. (Benjamin Franklin)","['Costa, B. F. De (Benjamin Franklin)', 'Costa, De Benjamin Franklin', 'De Costa, B. F. (Benjamin Franklin)']",1831,1904,18587
"Dixon, John H. (John Henry)","['Dixon, John Henry']",1838,1926,18588
"Moulton, William U.",[],,1898,18589
"Yezierska, Anzia",[],,1970,18590
"Guild, Curtis",[],1827,1911,18591
"Vanderlip, Washington Baker",[],1867,,18592
"Hulbert, Homer B. (Homer Bezaleel)","['Hulbert, Homer Bezaleel']",1863,1949,18593
"Kroon, A. M.",[],,,18594
"Helm, Clementine","['Beyrich, Clementine (Helm), Frau']",1825,1896,18595
"Cohen de Vries, P. J.","['Vries, P. J. Cohen de', 'Vries, Paulina Jacoba Cohen-de']",,,18596
"Halfer, Josef","['Halfer, Jozsef', 'Halfer, József', 'Helfer, Joseph']",,1916,18597
"Dieck, Herman",[],,,18598
"Schoonmaker, Edwin Davies",[],1873,1940,18599
"Matthews, Franklin",[],1858,1917,18600
"Moorman, J. J. (John Jennings)","['Mooreman, J. J. (John Jennings)', 'Moorman, John Jennings', 'Moormann, John J. (John Jennings)']",1802,1885,18601
"Wile, Frederic William",[],1873,1941,18602
"Endlicher, Stephan","['Endlicher, Istvan Laszlo', 'Endlicher, Istvas Laszlo', 'Endlicher, István Lászlo', 'Endlicher, Istvás Lászlo', 'Endlicher, Stefan', 'Endlicher, Stephan Friedrich Ladislaus', 'Endlicher, Stephan Ladislaus', 'Endlicher, Stephani Ladislai', 'Endlicher, Stephano', 'Endlicher, Stephanus', 'Endlicher, Stephanus Ladislaus']",1804,1849,18603
"Hays, Mary",[],1759,1843,18604
"Marsden, Samuel",[],1765,1838,18605
"Marsden, J. B. (John Buxton)","['Marsden, John Buxton']",1803,1870,18606
"Ball, E. A. R.",[],,,18607
"Moore, Harris W.",[],,,18608
"Grimm, George",[],,,18609
"Fovargue, Stephen",[],,1775,18610
"Maillard, Annette Marie",[],,,18611
"Smith, George Vance","['Smith, G. Vance (George Vance)']",,1902,18612
"Stearns, Oliver",[],1807,1885,18613
"Everett, Charles Carroll","['Everett, C. C. (Charles Carroll)']",1829,1900,18614
"Hedge, Frederic Henry","['Hedge, F. H. (Frederic Henry)']",1805,1890,18615
"Coquerel, Athanase","['Coquerel, A. (Athanase)']",1820,1875,18616
"Fracchia, Umberto",[],1889,1930,18617
"Ravenstein, Ernst Georg","['Ravenstein, E. G. (Ernst Georg)', 'Ravenstein, Ernest George', 'Ravenstein, Ernst Georg']",1834,1913,18618
"Battell, Andrew","['Battel, Andrew', 'Battel, Andries']",,,18619
"Purchas, Samuel","['Purcas, Samuel']",,1626,18620
"Knivet, Anthony, active 1591-1649",[],,,18621
"Huard, L.",['Huard'],,1874,18622
"Keary, Annie","['Keary, Anna Maria']",1825,1879,18623
"Keary, Eliza","['Keary, E. (Eliza)']",,,18624
"Ward, Herbert",[],1863,1919,18625
"Mais, S. P. B. (Stuart Petre Brodie)","['Mais, Stuart Petre Brodie']",1885,1975,18626
"Muller, Samuel","['Muller, S. (Samuel)']",1848,1922,18627
"Jeschke, Harry Jewett","['Jeschke, H. (Harry Jewett)']",1873,,18628
"Irvine, Leigh H. (Leigh Hadley)",[],1863,1942,18629
"Köster, Patricia","['Koster, Patricia']",1932,,18630
"Breckinridge, Sophonisba Preston","['Breckenridge, Sophonisba Preston', 'Breckinridge, S. P. (Sophonisba Preston)', 'Breckinridge, Sophonisba P. (Sophonisba Preston)']",1866,1948,18631
"Claridge, R. T.",[],,,18632
"Cândido, António","['Candido, Antonio', 'Costa, António Cândido Ribeiro da', 'Da Costa, António Cândido Ribeiro', 'Ribeiro da Costa, António Cândido']",1850,1922,18633
"Young, H. de M.",[],,,18634
"Richardson, Charles F. (Charles Francis)","['Richardson, Charles Francis']",1851,1913,18635
"Trowbridge, W. R. H. (William Rutherford Hayes)","['Trowbridge, William Rutherford Hayes']",1866,1938,18636
"Kuzmin, M. A. (Mikhail Alekseevich)","['Kusmin, M.', 'Kusmin, Michael A.', 'Kusmin, Michail', 'Kuzmin, Mikhail Alekseevich', 'Кузмин, М. А. (Михаил Алексеевич)']",1872,1936,18637
"Mesching, Edgar",[],,,18638
"Capelle, J. van de","['Bosdijk, Jacques Francois', 'Bosdijk, Jacques François']",1812,1850,18639
"Giddings, Joshua R. (Joshua Reed)","['Giddings, J. R. (Joshua Reed)']",1795,1864,18640
"Brougham, John",[],1810,1880,18641
"Starke, Ottomar",[],1886,1962,18642
"Schickele, René","['Schickele, Rene', 'Schickele, René Marie Maurice Armand']",1883,1940,18643
"Prakashananda, Swami",[],1874,1927,18644
"Leppin, Paul",[],1878,1945,18645
"Teschner, Richard",[],1879,1948,18646
Yamanaka & Company,"['Yamanaka & Co.', 'Yamanaka and Company']",,,18647
"Fittis, Robert Scott",[],1824,1903,18648
"Sterne, Elaine",[],1894,,18649
"Chetwynd, Henry Wayland, Mrs.","['Chetwynd, Julia Bosville Davidson', 'Chetwynd, Julie Bosville', 'Chetwynd, Mrs. Henry', 'Chetwynd, Mrs. Henry Wayland', 'Chetwynd, Mrs. Wayland']",,1901,18650
"Birge, Julius Charles","['Birge, Julius C.']",1839,1923,18651
"Merivale, Herman Charles","['Dale, Felix', 'Merivale, H. C. (Herman Charles)', 'Merivale, Herman C. (Herman Charles)']",1839,1906,18652
"Winans, Walter",[],1852,1920,18653
"Castro, Cristóbal de","['Castro, Cristobal de', 'De Castro, Cristóbal']",1874,1953,18654
"Masters, F. B. (Frank B.)","['Masters, Frank B.']",1873,1955,18655
"Rounds, Charles Ralph","['Rounds, Charles R.']",1877,,18656
"Hippensteel, Henry Sherman",[],,,18657
"Hay, George",[],1876,,18658
"Broxap, Ernest",[],,,18659
"Shriver, Uldene",[],,,18660
"Powell, Lyman P. (Lyman Pierson)","['Powell, Lyman Pierson']",1866,1946,18661
"Le Quesne, Rose","['Quesne, Rose le']",,,18662
"Ward, Robert DeCourcy",[],1867,1931,18663
"Mollard, John",[],,,18664
"Kraft, Paul",[],1896,1922,18665
"Griffith, Helen Sherman","['Sherman, Helen']",1873,1961,18666
"Jones, Frances D.",[],,,18667
"Balfour, Francis M. (Francis Maitland)","['Balfour, Francis Maitland']",1851,1882,18668
"Foster, M. (Michael), Sir","['Foster, Michael, Sir', 'Foster, Sir Michael']",1836,1907,18669
"Sedgwick, Adam",[],1854,1913,18670
"Swain, Joseph Ward","['Ward Swain, Joseph']",1891,,18671
"Maurice, Frederick Denison","['Maurice, F. D. (Frederick Denison)', 'Maurice, John Frederick Denison']",1805,1872,18672
"Witteryck, Antoon Jozef",[],1865,1934,18673
"Liesegang, Franz Paul","['Liesegang, F. Paul (Franz Paul)', 'Liesegang, Friedrich Paul', 'Liesegang, Paul']",1873,1949,18674
"Saint, Lawrence B. (Lawrence Bradford)","['Saint, Lawrence Bradford']",1885,,18675
"Arnold, Hugh",[],,,18676
"Tolstaia, A. A. (Aleksandra Andreevna), grafinia","['Tolstaia, Aleksandra Andreevna, grafinia', 'Tolstoi, A. A., Grafin', 'Tolstoi, A. A., Gräfin', 'Tolstoy, Alexandra, Countess']",1817,1904,18677
"Willis, George",[],,,18678
"Urabi, Ahmad","['Ahmad Urabi', 'Arabi, Ahmad', 'Irabi, Ahmad', 'Urabi Pasha']",1840,1911,18679
"Schmidt auf Altenstadt, A. von","['Altenstadt, A. von Schmidt auf']",,,18680
"Mac Gregor, George","['Gregor, George Mac', 'MacGregor, George']",,,18681
"Seelye, Edward Eli","['Seelye, Edward E.']",1819,1864,18682
"Ward, Thomas A. M.",[],,,18683
"Schmidt, Henri",[],,,18684
"Regnier, Adolphe",[],1804,1884,18685
"Gould, Arthur Corbin","['Gould, A. C. (Arthur Corbin)', 'Greenwood, Ralph']",1850,1903,18686
"Almeida, António de","['Almeida, Antonio de']",1821,,18687
"Cooper, Sydney",[],,,18688
"Jones, U. J. (Uriah James)","['Jones, Uriah James']",1818,1864,18689
"Burns, George Plumer","['Burns, G. P.']",1871,1953,18690
"Otis, Charles Herbert","['Otis, C. H.']",1886,,18691
"Soley, James Russell",[],1850,1911,18692
"Dodd, Francis",[],1874,1949,18693
"Dickinson, Violet Mary","['Dickinson, Violet']",,,18694
"Eden, Emily",[],1797,1869,18695
"Robinson, Joan","['Robinson, Joan Violet']",1903,1983,18696
"Schwarzschild, Agnes",[],,,18697
"Serkoff, Vera, Countess",[],,,18698
"Burn, Robert",[],1829,1904,18699
"Seelye, Julius H. (Julius Hawley)","['Seelye, J. H. (Julius Hawley)']",1824,1895,18700
"Schwegler, Albert",[],1819,1857,18701
"Lorrain, Jean","['Duval, Paul Alexandre Martin', 'Lorrain, J. (Jean)']",1855,1906,18702
R. H.,"['H., R.', 'Learned hand', 'RH', 'Woodhead, Abraham']",1609,1678,18703
"Jenkinson, Emily J.",[],1879,,18704
"Lyall, Earl Harvey",[],1877,1932,18705
"Lyall, Mary Chase Mills","['Lyall, Mary Mills']",1879,,18706
"Bucknall, Benjamin",[],1833,1895,18707
"Reynolds, Joan Berenice","['Reynolds, J. B.']",,,18708
"Treves, Frederick","['Treves, Frederick, Sir', 'Trevis, Frederick']",1853,1923,18709
"Everitt, Nicholas","['Everitt, Henry Reeve']",,,18710
"Slaughter, Frances E. (Frances Elizabeth)",[],1851,,18711
"Fraser, Hugh, Mrs.","['Fraser, Mary Crawford', 'Fraser, Mrs. Hugh']",1851,1922,18712
"Okakura, Shusui",['岡倉秋水'],1867,1950,18713
"Cunningham, Charles Henry","['Cunningham, Charles H. (Charles Henry)']",1885,,18714
"Dyer, Walter A. (Walter Alden)","['Dyer, Walter Alden']",1878,1943,18715
"Nipote, Collodi","['Lorenzini, Paolo']",,,18716
"Flanagan, J. R.",[],,,18717
"Porter, Robert P. (Robert Percival)","['Porter, Robert Percival']",1852,1917,18718
"Andrews, Matthew Page",[],1879,1947,18719
"Merrick, Caroline E. (Caroline Elizabeth)",[],1825,,18720
"Vickers, Kenneth Hotham","['Vickers, K. H.']",1881,1958,18721
"Evans, Christmas",[],1766,1838,18722
"Hood, Edwin Paxton","['Hood, Paxton']",1820,1885,18723
"Tench, C. V.","['Tench, Charles Victor']",1892,1963,18724
"Rousseau, Victor",[],1879,1960,18725
"Staley, M. L.",[],,,18726
"Craddock, Irving",[],,,18727
"Riley, B. F. (Benjamin Franklin)","['Riley, Benjamin Franklin']",1849,1925,18728
"Naish, Ethel M.",[],,,18729
"Hare, T. Leman (Thomas Leman)","['Hare, T. L. (Thomas Leman)', 'Hare, Thomas Leman']",1872,1935,18730
"Young, Frederic G.","['Young, F. G. (Frederic George)', 'Young, Frederic George']",1858,1929,18731
Oregon Historical Society,"['Oregon Historical Society, Portland']",,,18732
"Courthope, William John",[],1842,1917,18733
"Lewis, Dio","['Lewis, Dioclesian']",1823,1886,18734
"Petőfi, Sándor","['Petofi, Sandor', 'Petrovics, Alexander', 'Petrovych, Oleksandr', 'Петефи, Шандор', 'Петрович, Олександр']",1823,1849,18735
"Hervey, Walter Lowrie","['Hervey, Walter L. (Walter Lowrie)']",1862,1952,18736
"Lee, Edmund",[],,,18737
"Pemberton, T. Edgar (Thomas Edgar)","['Pemberton, T. E. (Thomas Edgar)', 'Pemberton, Thomas Edgar']",1849,1905,18738
"Murray, Samuel",[],1865,,18739
"Seeger, Annabel Hord",[],,,18740
"Baillie, Frederick David","['Baillie, F. D.']",,,18741
"Dewey, Byrd Spilman",[],1856,,18742
"Stevens, Alice Barber",[],,,18743
"Vaile, Charlotte M. (Charlotte Marion)","['Vaile, Charlotte Marion']",1852,1902,18744
"Hughes, Edwin Holt",[],1866,1950,18745
"Daiber, Albert",[],,,18746
"Bergen, Fritz",[],1857,1941,18747
"Comins, Elizabeth B. (Elizabeth Barker)","['Caxton, Laura', 'Comins, Lisbeth B. (Lisbeth Barker)', 'Comins, Lizbeth B. (Lizbeth Barker)', 'Comins, Lizzie B. (Lizzie Barker)']",,,18748
"Drummond, James","['Drummond, James F.']",1816,1877,18749
"Hermann, I. (Isaac)","['Hermann, Isaac']",1838,1917,18750
"Barnes, Will C. (Will Croft)","['Barnes, William Croft']",1858,1936,18751
"MacDonald, Alexander",[],1878,1939,18752
"Moresby, John",[],1830,1922,18753
"Bingham, Kate Boyles","['Boyles, Kate']",1876,1959,18754
"Boyles, Virgil D. (Virgil Dillin)","['Boyles, Virgil Dillin']",1872,,18755
"Himmelwright, A. L. A. (Abraham Lincoln Artman)","['Himmelwright, Abraham Lincoln Artman']",1865,,18756
"Sibbald, James Romanes",[],,,18757
"Byrn, Edward W. (Edward Wright)","['Byrn, Edward Wright']",1849,1921,18758
"Krúdy, Gyula","['Krudy, Gyula', 'Круди, Дюла']",1878,1933,18759
"Santiago Vela, Gregorio de","['Vela, Gregorio de Santiago', 'Vela, P. Gregorio de Santiago']",1865,,18760
"Davis, Warren B.",[],1865,1928,18761
"Gay, Mary Ann Harris","['Gay, M. A. H.', 'Gay, Mary A. H.']",1827,,18762
"Adams, H. G. (Henry Gardiner)","['Adams, Henry Gardiner']",1811,1881,18763
"Dowling, Richard","['Dowling, R. (Richard)', 'Fall, Marcus']",1846,1898,18764
"Carocci, Guido",[],1851,1916,18765
"Hunt, Violet","['Hunt, Isobel Violet']",1862,1942,18766
"Brébeuf, Jean de, Saint","['Brebeuf, Jean de, Saint', 'De Brébeuf, Jean, Saint']",1593,1649,18767
"Bland, Salem Goldworth",[],1859,1950,18768
"Baskerville, Beatrice C.",[],,,18769
"Macdonell, Arthur Anthony","['MacDonell, Arthur A.', 'Macdonell, A. A. (Arthur Anthony)']",1854,1930,18770
"Pierotti, Ermete",[],,,18771
"Kirkwood, Daniel",[],1814,1895,18772
"Nicolardot, Louis",[],1822,1888,18773
"Walford, Edward",[],1823,1897,18774
"Wilson, Hill Peebles",[],1840,,18775
"Richardson, Russell",[],1881,,18776
"Cotter, Joseph S. (Joseph Seamon)","['Cotter, Joseph Seamon', 'Cotter, Joseph Seamon, Sr.']",1861,1949,18777
"Crawhall, Joseph",[],1821,1896,18778
"Gibbon, Frederick P.","['Gibbon, F. P. (Frederick P.)']",,,18779
"Crabtre, Addison Darre","['Crabtre, A. D. (Addison Darre)']",,,18780
"Quinn, S. J. (Silvanus Jackson)","['Quinn, Silvanus Jackson']",1837,,18781
"Cocke, Sarah Johnson","['Johnson, Sarah Cobb']",,,18782
"Bonaventura, Arnaldo",[],1862,1952,18783
"Miller, Delavan S.",[],,,18784
"Bruce, John",[],1802,1869,18785
"Manningham, John",[],,1622,18786
"Ford, Richard","['Ford, Ricardo']",1796,1858,18787
"Márki, Sándor","['Marki, Sandor']",1853,1925,18788
"Du Verger de Saint-Thomas, Charles, comte","['De Saint-Thomas, Charles du Verger, comte', 'Saint-Thomas, Charles du Verger, comte de', 'Verger, Charles du, comte']",,,18789
"Harlow, Lewis D. (Lewis Davis)","['Doggerel, Samuel']",1818,1895,18790
"Mixson, Frank M.",[],1846,,18791
"Johnston, Graham",[],1869,,18792
"Finch-Crisp, William",[],1840,,18793
"Hamilton, Walter",[],1844,1899,18794
"Bradbury, Ray","['Bradbury, Raymond Douglas', 'Elliott, William']",1920,2012,18795
"Clark, Keith",[],1879,,18796
"Cowan, Frank",[],1844,1905,18797
"Wilson, Charles Banks",[],,,18798
"Baxter, Richard","['Baxter, R. (Richard)', 'Reed, Mr.', 'Salvianus, Gildas']",1615,1691,18799
"Shepard, Edward Morse","['Shepard, Edward M.']",1850,1911,18800
"Tangye, Richard, Sir",[],1833,1906,18801
"Ford, Horace A. (Horace Alfred)",[],1822,,18802
"Butt, W.",[],,,18803
"Smith, Charlotte","['Smith, Charlotte Turner']",1749,1806,18804
"Sayre, Theodore Burt",[],1874,1954,18805
"Colborn, Edward F.","['Colborn, E. F. (Edward F.)', 'Colborn, Edward Fenton']",1854,1926,18806
"Conway, Hugh","['Fargus, F. J. (Frederick John)', 'Fargus, Frederick John']",1847,1885,18807
"Helm, Linai T. (Linai Taliaferro)","['Helm, Linai Taliaferro']",,1838,18808
"Gordon, Nelly Kinzie",[],,,18809
"Hasluck, Paul N. (Paul Nooncree)","['Hasluck, Paul Nooncree']",1854,1931,18810
"Hall, A. Neely (Albert Neely)","['Hall, Albert Neely']",1883,,18811
"Loring, Caleb William",[],1819,1897,18812
"Allnutt, Sidney",[],,,18813
"Ffoulkes, Charles John",[],1868,1947,18814
"Gárdonyi, Géza","['Gardoni, Geza', 'Gardoni, Gezah', 'Gardonyi, Geza', 'Zigler, Géza', 'Гардони, Геза']",1863,1922,18815
"Ryan, Charles Edward",[],,,18816
"Richard, Margaret A. (Margaret Alice)","['Richard, Margaret Alice']",1870,,18817
"Raymond, Percy E. (Percy Edward)","['Raymond, P. E. (Percy Edward)', 'Raymond, Percy Edward']",1879,1952,18818
Merck & Co.,['Merck and Co.'],,,18819
"Porter, James A.",[],1836,1897,18820
"Arany, János","['Arany, Janos', 'Arany, Johann']",1817,1882,18821
"Rossi, Kendall",[],,,18822
"Gribble, Francis Henry",[],1862,1946,18823
"Deam, Charles Clemon","['Deam, Charles Clemons', 'Deam, Charlie']",1865,1953,18824
"Mallon, J. J. (James Joseph)","['Mallon, James Joseph']",1880,,18825
"Hutchins, B. L.","['Hutchins, Elizabeth Leigh']",1858,1935,18826
"Cook, Stanley Arthur","['Cook, S. A. (Stanley Arthur)']",1873,1949,18827
"Iqbal, Muhammad, Sir","['Ikbal, Mukhammad, Sir', 'Ikbol, Mukhammad, Sir', 'Iqbal, Allama, Sir', 'Iqbal, Mahomed, Sir', 'Iqbal, Mohammad, Sir', 'Iqbal, Mohammed, Sir']",1877,1938,18828
"Burwell, Letitia M.","['Thacker, Page']",,,18829
"Turcas, Jules",[],,,18830
"Burghard, Frederic Francis",[],1864,,18831
"Thiede, Adolf",[],,,18832
"Diehl, Alice M. (Alice Mangold)","['Clay, Bertha M.', 'Diehl, A. M. (Alice Mangold)', 'Diehl, Alice Mangold']",1844,1912,18833
"Adams, William Davenport","['Adams, W. Davenport (William Davenport)']",1851,1904,18834
"Greenbie, Sydney",[],1889,1960,18835
"Huish, Marcus B. (Marcus Bourne)","['Huish, Marcus Bourne']",1845,1921,18836
"Wheaton, Elizabeth Ryder",[],1844,,18837
"Simont, Marc","['Simont, Mark']",,,18838
"Lewi, Maurice J.",[],1857,,18839
"Stern, Maximilian","['Stern, Maxmilian']",1878,,18840
"Adams, Edward",[],1877,,18841
"Lee, Margaret L.",[],1871,1955,18842
"Gomme, Alice Bertha","['Gomme, Alice B. (Alice Bertha)', 'Gomme, Alice Bertha Merck, Lady', 'Merck, Alice Bertha']",1853,1938,18843
"Winckler, Ruby",[],1886,,18844
"Avary, Myrta Lockett",[],1857,1946,18845
"Raisson, Horace","['Raison, Horace', 'Raisson, H. (Horace)', 'Raisson, Horace-Napoleon', 'Raisson, Horace-Napoléon']",1798,1854,18846
"Howe, W. H. (Walter Henry)","['Howe, Walter Henry']",1848,,18847
"Furst, Herbert","['Furst, Herbert E. A. (Herbert Ernest Augustus)', 'Furst, Herbert Ernest Augustus']",1874,1945,18848
"Elder, Marc","['Tendron, Marcel']",1884,1933,18849
"Barnett, C. Z. (Charles Zachary)","['Barnett, Charles Zachary']",,,18850
"Royle, Charles",[],1882,1936,18851
"Airola, Väinö","['Airola, Vaino']",1888,1931,18852
"Wall, William E. (William Edmund)",[],1858,1934,18853
"Tucker, George Fox",[],1852,1929,18854
"Wilson, George Grafton",[],1863,1951,18855
"Bottrell, William",[],1816,1881,18856
"Stauffer, Frank H.","['Stauffer, Francis Henry,']",1832,1895,18857
"Bernoulli, Daniel","['Bernulli, Daniil']",1700,1782,18858
"Campbell, Thomas J. (Thomas Joseph)","['Campbell, T. J. (Thomas Joseph)', 'Campbell, Thomas Joseph']",1848,1925,18859
"Gravelot, Hubert François","[""Anville, Hubert François Bourguignon d'"", 'Bourguignon, Hubert François', 'Gravelot, H.', 'Gravelot, Henri,', 'Gravelot, Hubert Francois']",1699,1773,18860
"Saleeby, Najeeb M. (Najeeb Mitry)","['Saleeby, N. M. (Najeeb Mitry)']",1870,,18861
"Sollmann, Torald Hermann",[],1874,1965,18862
"Wilbert, Martin I. (Martin Inventius)","['Wilbert, M. I. (Martin Inventius)']",1865,1916,18863
"Hewlett, Albion Walter","['Hewlett, A. W. (Albion Walter)']",1874,1925,18864
"Puckner, William August","['Puckner, W. A.']",1864,,18865
"Eastlake, Charles Lock, Sir","['Eastlake, C. L. (Charles Lock), Sir', 'Eastlake, Sir Charles Lock']",1793,1865,18866
"Châteauneuf, Alexis de","['Chateauneuf, Alexis de', 'De Châteauneuf, Alexis']",1799,1853,18867
"Fox, Mary, Lady",[],,,18868
"South, Richard",[],,,18869
"Dickinson, W. Howship (William Howship)","['Dickinson, William Howship']",1832,1913,18870
"Bayley, Harold",[],,,18871
"Wade, B. F. (Benjamin Franklin)","['Wade, Benjamin Franklin']",1800,1878,18872
"Gooch, Daniel W. (Daniel Wheelwright)","['Gooch, D. W. (Daniel Wheelwright)']",1820,1891,18873
United States. Congress. Joint Committee on the Conduct of the War,['United States. Congress. Committee on the Conduct of the War'],,,18874
"Gatacre, Beatrix Wickens Davey, Lady",[],,,18875
"Reyes, José Maria de los","['Reyes, Jose Maria de los']",,,18876
"Jackson, Charles Ross",[],1867,1915,18877
"Douglas, James",[],1867,1940,18878
"Whyte, Christina Gowans",[],1869,1961,18879
"Weale, J. Cyril M. (James Cyril M.)","['Weale, James Cyril M.']",,,18880
"Searight, Thomas B. (Thomas Brownfield)","['Searight, Thomas Brownfield']",,,18881
"Buick, Thomas Lindsay","['Buick, T. Lindsay (Thomas Lindsay)']",1866,1938,18882
"MacFarlane, Charles","['MacFarlane, C. (Charles)']",1799,1858,18883
"Shriner, Charles A. (Charles Anthony)","['Shriner, Charles Anthony']",1853,1945,18884
"Haskin, Frederic J. (Frederic Jennings)","['Haskin, Frederic Jennings']",1872,1944,18885
"Edgcumbe, Richard",[],1843,1937,18886
"Ford, J. D. M. (Jeremiah Denis Matthias)","['Ford, Jeremiah Denis Matthias']",1873,1958,18887
"Holmes, E. Bruce",[],,,18888
"Harriman, Karl Edwin",[],1875,1935,18889
"Ewan, Frances","['Ewan, Frances E.']",,,18890
"Vose, Edward Neville",[],,,18891
"Mason, James",[],,,18892
"Roujon, Henry","['Roujon, M. Henry']",1853,1914,18893
"Price, Garrett","['Price, Garrett W.']",1896,1979,18894
"Pepper, John Henry","['Pepper, J. H. (John Henry)', 'Pepper, Professor (John Henry)']",1821,1900,18895
"Loomis, Justin R. (Justin Rudolph)","['Loomis, Justin Rudolph']",1810,1898,18896
"Bizzarri, Alejandro",[],,,18897
"Pequeño, Diego","['Pequeno, Diego']",,,18898
"Humbert, Jean",[],1792,1851,18899
"Culpeper, Josephine",[],,,18900
"Rose, Augustus F. (Augustus Foster)","['Rose, Augustus Foster']",1873,1946,18901
"Brau, Salvador",[],1842,1912,18902
"Bullock, James Dempsey",[],,,18903
"Worthington, D.","['Worthington, Dennison']",,,18904
"Harting, James Edmund",[],1841,1928,18905
"Costantini, Anna Miller",[],1880,,18906
"Burdett, Charles",[],1815,,18907
"Prentice, Sartell",[],1867,1937,18908
"Euangelides, Tryphon E.","['Evangelides, Tryphon E.', 'Evangelidis, Trifon']",1863,1941,18909
"Pearse, Mark Guy","['Pearse, Guy Mark']",1842,1930,18910
"Sanger, William W.",[],1819,1872,18911
"Elomaa, Vilho",[],,,18912
"Lange, D. (Dietrich)","['Lange, Dietrich']",1863,1940,18913
"Howes, William L.","['Howes, W. L. (William L.)']",,,18914
"Cecil, Florence Mary (Bootle-Wilbraham), Lady",[],1863,,18915
"Gascoyne-Cecil, William","['Cecil, Rupert William Ernest Gascoyne', 'Gascoyne-Cecil, Rupert William Ernest']",1863,1936,18916
"Ranking, Devey Fearon de l'Hoste","[""De l'Hoste Ranking, Devey Fearon"", ""L'Hoste Ranking, Devey Fearon de"", ""Ranking, D. F. de l'Hoste (Devey Fearon de l'Hoste)""]",1847,1931,18917
"Spicer, Ernest Evan",[],,,18918
"Pegler, Ernest Charles",[],,,18919
"Weeks, Lyman Horace",[],,,18920
"Das, Sukumar Ranjan",[],,,18921
"Soyer, Alexis","['Soyer, A. (Alexis)']",1809,1858,18922
